,label,channels,delivery_method,show_map,user_type,has_logo,org_facebook,sale_duration,sale_duration2,event_created_to_end,num_ticket_type,median_ticket_cost,total_tickets_sold,nan_delivery_method,nan_org_facebook,nan_num_ticket_type,nan_median_ticket_cost,payout_type_CHECK,payout_type_MISSING
7363,Fraud,0,0.0,1,4,0,0.0,1.0,1,1,2.0,10.0,0,False,False,False,False,0,0
7366,Not Fraud,6,1.0,1,3,0,0.0,4.0,4,4,3.0,10.0,2,False,False,False,False,0,0
7367,Fraud,6,0.0,1,1,1,0.0,5.0,5,6,1.0,20.0,0,False,False,False,False,0,0
7379,Not Fraud,8,0.0,1,4,1,9.0,9.0,9,10,2.0,262.66,4,False,False,False,False,0,0
7386,Not Fraud,0,0.0,0,1,1,0.0,5.0,6,6,4.0,37.5,2,False,False,False,False,0,0
7397,Not Fraud,0,0.0,1,3,1,0.0,4.0,4,4,3.0,10.0,2,False,False,False,False,0,0
7398,Not Fraud,5,0.0,1,1,1,0.0,0.0,0,3,1.0,50.0,0,False,False,False,False,0,0
7403,Not Fraud,5,0.0,1,3,1,0.0,2.0,2,2,1.0,10.0,3,False,False,False,False,0,0
7407,Not Fraud,0,0.0,1,1,1,15.0,0.0,0,1,1.0,4.05,1,False,False,False,False,0,0
7410,Not Fraud,5,0.0,1,4,1,0.0,10.0,10,11,1.0,15.0,73,False,False,False,False,1,0
7416,Fraud,0,0.0,1,1,0,0.0,0.0,0,1,1.0,49.0,1,False,False,False,False,0,1
7420,Not Fraud,11,0.0,1,4,1,0.0,8.0,8,9,1.0,20.0,36,False,False,False,False,0,0
7425,Not Fraud,11,1.0,1,3,1,0.0,5.0,5,5,2.0,11.255,3,False,False,False,False,0,0
7435,Not Fraud,0,1.0,1,3,1,0.0,8.0,8,9,2.0,165.0,2,False,False,False,False,0,0
7438,Not Fraud,5,0.0,1,1,1,47.0,6.0,6,7,1.0,83.61,4,False,False,False,False,0,0
7439,Fraud,0,0.0,1,4,0,0.0,2.0,2,2,1.0,50.0,0,False,False,False,False,0,0
7452,Not Fraud,5,1.0,1,4,1,6.0,14.0,14,14,2.0,75.0,76,False,False,False,False,0,0
7458,Not Fraud,0,1.0,0,1,1,0.0,4.0,12,12,2.0,30.0,36,False,False,False,False,0,0
7463,Fraud,13,0.0,1,1,0,0.0,1.0,1,1,1.0,50.0,0,False,False,False,False,0,0
7464,Not Fraud,11,0.0,1,4,1,9.0,13.0,13,13,1.0,32.08,3,False,False,False,False,0,0
7467,Not Fraud,11,0.0,1,3,1,23.0,5.0,5,5,3.0,279.0,2,False,False,False,False,0,0
7473,Fraud,5,0.0,1,1,1,0.0,2.0,2,1,1.0,30.0,0,False,False,False,False,0,0
7483,Not Fraud,0,0.0,1,1,0,0.0,0.0,0,0,1.0,5.0,6,False,False,False,False,0,0
7489,Fraud,5,0.0,1,1,1,0.0,4.0,4,4,1.0,93.51,0,False,False,False,False,0,0
7490,Not Fraud,0,0.0,1,1,1,0.0,4.0,4,4,1.0,300.0,1,False,False,False,False,0,0
7491,Not Fraud,5,0.0,1,3,1,20.0,0.0,0,5,4.0,40.0,2,False,False,False,False,0,0
7493,Fraud,0,0.0,1,3,1,0.0,1.0,1,2,1.0,20.0,0,False,False,False,False,0,1
7494,Not Fraud,10,0.0,1,1,0,0.0,0.0,0,1,1.0,35.0,1,False,False,False,False,1,0
7496,Fraud,0,0.0,0,1,1,0.0,1.0,1,0,1.0,60.91,0,False,False,False,False,0,1
7497,Fraud,0,0.0,1,1,0,0.0,0.0,0,0,1.0,300.0,0,False,False,False,False,0,1
7498,Not Fraud,8,0.0,1,3,1,10.0,7.0,7,8,2.0,5.0,108,False,False,False,False,0,0
7499,Fraud,0,0.0,0,3,1,0.0,1.0,1,0,1.0,595.0,0,False,False,False,False,0,0
7500,Fraud,6,999.0,1,3,0,0.0,999.0,5,6,2.0,4.5,5,True,False,False,False,0,1
7504,Not Fraud,5,0.0,1,3,1,17.0,4.0,4,4,6.0,275.0,15,False,False,False,False,1,0
7527,Not Fraud,8,0.0,1,3,1,0.0,13.0,13,13,1.0,10.0,2,False,False,False,False,1,0
7538,Not Fraud,5,1.0,0,3,1,0.0,8.0,8,8,1.0,45.32,8,False,False,False,False,0,0
7541,Fraud,0,0.0,0,3,1,0.0,9.0,9,9,4.0,25.0,1,False,False,False,False,0,0
7544,Fraud,5,0.0,0,1,1,0.0,2.0,2,2,2.0,400.0,0,False,False,False,False,0,0
7556,Not Fraud,8,0.0,1,4,1,0.0,10.0,10,10,1.0,40.0,1,False,False,False,False,1,0
7560,Fraud,8,0.0,0,1,1,0.0,4.0,4,4,1.0,525.0,0,False,False,False,False,0,0
7563,Not Fraud,0,0.0,0,3,1,0.0,2.0,2,4,4.0,997.41,3,False,False,False,False,0,0
7573,Not Fraud,8,1.0,0,3,1,0.0,10.0,11,11,1.0,10.0,15,False,False,False,False,0,0
7576,Not Fraud,8,0.0,1,4,1,0.0,13.0,13,14,2.0,29.0,4,False,False,False,False,1,0
7580,Not Fraud,8,0.0,1,3,1,0.0,13.0,13,13,2.0,29.72,2,False,False,False,False,0,0
7583,Not Fraud,8,1.0,0,4,1,11.0,13.0,13,13,3.0,4.04,119,False,False,False,False,0,0
7611,Fraud,0,0.0,1,1,1,0.0,3.0,3,3,1.0,0.0,0,False,False,False,False,0,1
7614,Not Fraud,6,1.0,0,3,1,12.0,10.0,10,10,1.0,7.0,67,False,False,False,False,1,0
7615,Not Fraud,0,0.0,1,1,1,0.0,11.0,13,13,2.0,5.0,17,False,False,False,False,0,0
7618,Not Fraud,8,0.0,1,4,1,9.0,12.0,12,12,1.0,50.0,1,False,False,False,False,0,0
7621,Not Fraud,0,1.0,1,3,0,0.0,11.0,11,11,1.0,225.0,5,False,False,False,False,0,0
7623,Fraud,0,0.0,0,1,1,999.0,1.0,1,2,1.0,0.0,0,False,True,False,False,0,0
7629,Not Fraud,0,0.0,0,5,1,0.0,2.0,2,2,1.0,250.0,1,False,False,False,False,0,0
7642,Fraud,6,0.0,1,3,0,0.0,1.0,1,1,3.0,400.0,12,False,False,False,False,0,0
7645,Fraud,6,0.0,0,3,1,0.0,0.0,0,1,1.0,140.76,1,False,False,False,False,0,0
7646,Fraud,4,0.0,1,1,1,0.0,5.0,5,6,8.0,240.0,2,False,False,False,False,0,0
7648,Not Fraud,0,0.0,0,3,1,0.0,0.0,0,2,1.0,9690.05,1,False,False,False,False,0,0
7650,Not Fraud,0,0.0,1,3,1,35.0,8.0,8,8,1.0,25.0,6,False,False,False,False,0,0
7651,Fraud,8,0.0,1,1,1,0.0,8.0,8,8,1.0,0.0,2,False,False,False,False,0,1
7655,Not Fraud,5,0.0,1,3,1,0.0,9.0,9,10,3.0,40.0,44,False,False,False,False,1,0
7660,Not Fraud,11,0.0,1,4,1,0.0,9.0,9,9,3.0,10.0,36,False,False,False,False,0,0
7663,Not Fraud,8,0.0,1,3,1,0.0,7.0,7,8,4.0,15.8,19,False,False,False,False,0,0
7665,Not Fraud,8,1.0,1,3,1,0.0,14.0,14,14,5.0,13.18,106,False,False,False,False,1,0
7672,Not Fraud,6,0.0,1,3,0,0.0,3.0,3,3,1.0,5.0,2,False,False,False,False,0,0
7677,Not Fraud,13,0.0,0,3,0,0.0,4.0,4,4,3.0,2.0,6,False,False,False,False,0,0
7683,Not Fraud,12,1.0,1,4,1,0.0,13.0,13,13,1.0,0.0,47,False,False,False,False,1,0
7689,Not Fraud,5,0.0,1,4,1,0.0,10.0,10,10,1.0,10.0,1,False,False,False,False,0,0
7690,Fraud,5,0.0,1,1,1,0.0,0.0,1,0,1.0,200.0,0,False,False,False,False,0,0
7704,Fraud,0,0.0,1,1,1,0.0,2.0,2,2,2.0,5.0,0,False,False,False,False,0,0
7719,Not Fraud,6,0.0,1,4,0,14.0,11.0,11,11,1.0,10.0,5,False,False,False,False,0,0
7726,Not Fraud,0,0.0,1,1,1,0.0,5.0,5,5,3.0,10.0,1,False,False,False,False,0,0
7729,Not Fraud,11,0.0,1,1,0,0.0,7.0,7,7,2.0,12.5,10,False,False,False,False,0,0
7733,Not Fraud,8,0.0,1,4,1,11.0,8.0,8,8,1.0,20.0,1,False,False,False,False,0,0
7734,Not Fraud,8,0.0,1,3,1,31.0,6.0,11,11,1.0,15.0,3,False,False,False,False,0,0
7738,Not Fraud,5,1.0,1,3,1,19.0,6.0,6,7,2.0,21.91,28,False,False,False,False,0,0
7745,Fraud,11,0.0,1,1,1,0.0,11.0,11,11,1.0,485.0,0,False,False,False,False,0,0
7764,Fraud,6,0.0,1,1,0,0.0,5.0,6,6,2.0,120.0,47,False,False,False,False,0,0
7765,Fraud,5,0.0,1,1,1,0.0,1.0,1,1,1.0,35.0,0,False,False,False,False,0,0
7772,Not Fraud,0,0.0,0,5,1,0.0,2.0,2,2,1.0,60.0,1,False,False,False,False,0,0
7774,Not Fraud,6,0.0,1,3,0,0.0,4.0,4,4,20.0,4.0,34,False,False,False,False,0,0
7777,Fraud,8,0.0,1,1,1,0.0,1.0,1,2,1.0,0.0,0,False,False,False,False,0,1
7789,Fraud,11,0.0,1,3,1,0.0,5.0,5,6,1.0,25.0,0,False,False,False,False,0,0
7795,Not Fraud,8,0.0,1,3,0,12.0,12.0,12,12,1.0,30.0,3,False,False,False,False,0,0
7796,Not Fraud,11,0.0,1,1,1,0.0,11.0,11,11,2.0,10.0,2,False,False,False,False,0,0
7797,Fraud,0,1.0,1,1,1,0.0,2.0,2,4,1.0,0.0,0,False,False,False,False,1,0
7801,Not Fraud,10,0.0,1,3,1,24.0,8.0,8,8,1.0,17.91,12,False,False,False,False,0,0
7803,Not Fraud,0,0.0,0,3,1,0.0,5.0,5,5,3.0,91.41,41,False,False,False,False,0,0
7814,Not Fraud,8,0.0,1,3,0,12.0,8.0,8,8,1.0,35.0,2,False,False,False,False,0,0
7826,Fraud,12,0.0,1,1,0,0.0,1.0,1,1,1.0,1000.0,0,False,False,False,False,0,1
7836,Not Fraud,0,1.0,1,4,1,0.0,4.0,4,4,6.0,12.5,14,False,False,False,False,1,0
7837,Not Fraud,11,1.0,1,3,1,0.0,12.0,12,12,4.0,35.0,46,False,False,False,False,1,0
7844,Not Fraud,0,0.0,0,1,1,19.0,12.0,12,12,2.0,10.0,11,False,False,False,False,0,0
7853,Not Fraud,5,1.0,1,1,1,20.0,11.0,11,11,3.0,5.0,38,False,False,False,False,0,0
7863,Not Fraud,0,0.0,1,1,1,0.0,10.0,10,10,1.0,15.0,66,False,False,False,False,0,0
7866,Not Fraud,6,0.0,0,3,0,0.0,1.0,1,1,1.0,3627.55,1,False,False,False,False,0,0
7898,Not Fraud,5,0.0,1,4,1,0.0,11.0,11,12,1.0,20.0,9,False,False,False,False,0,0
7900,Not Fraud,0,0.0,1,3,0,11.0,0.0,0,0,1.0,1.0,1,False,False,False,False,0,0
7904,Fraud,5,0.0,1,1,0,0.0,2.0,2,2,1.0,250.0,0,False,False,False,False,0,1
7923,Fraud,0,0.0,1,1,1,0.0,0.0,0,1,1.0,35.0,0,False,False,False,False,0,0
7950,Fraud,5,0.0,1,1,1,0.0,13.0,13,14,1.0,480.0,0,False,False,False,False,0,0
7960,Not Fraud,6,0.0,1,3,1,12.0,10.0,10,11,6.0,17.5,537,False,False,False,False,0,0
7961,Not Fraud,8,1.0,1,3,1,19.0,13.0,13,13,3.0,8.41,109,False,False,False,False,0,0
7962,Not Fraud,5,0.0,0,1,1,0.0,0.0,0,11,4.0,112.5,0,False,False,False,False,1,0
7963,Fraud,0,0.0,1,1,0,0.0,1.0,1,1,1.0,100.0,0,False,False,False,False,0,0
7964,Not Fraud,8,0.0,1,3,0,0.0,10.0,10,10,2.0,0.0,40,False,False,False,False,1,0
7966,Fraud,0,0.0,1,1,0,0.0,6.0,6,6,1.0,0.0,0,False,False,False,False,0,0
7968,Fraud,0,0.0,1,1,0,0.0,1.0,1,2,1.0,0.0,0,False,False,False,False,0,1
7969,Fraud,5,0.0,1,1,0,0.0,1.0,1,2,1.0,110.0,0,False,False,False,False,0,1
7970,Fraud,6,0.0,0,3,1,0.0,10.0,10,10,1.0,120.0,0,False,False,False,False,0,0
7979,Fraud,5,0.0,1,1,0,0.0,2.0,2,3,4.0,180.0,0,False,False,False,False,0,0
7981,Not Fraud,0,1.0,1,3,0,17.0,13.0,13,14,1.0,17.91,38,False,False,False,False,0,0
7990,Fraud,0,0.0,1,3,1,0.0,1.0,1,2,1.0,40.0,0,False,False,False,False,0,1
7991,Fraud,4,0.0,1,1,0,0.0,1.0,1,1,2.0,325.0,0,False,False,False,False,0,0
7992,Not Fraud,8,1.0,1,1,1,8.0,11.0,11,12,1.0,15.0,3,False,False,False,False,0,0
7996,Fraud,0,0.0,1,1,0,0.0,0.0,0,0,1.0,300.0,0,False,False,False,False,0,0
7998,Fraud,0,0.0,1,1,1,0.0,1.0,1,1,3.0,40.0,0,False,False,False,False,0,1
8007,Not Fraud,11,0.0,1,1,1,0.0,10.0,10,10,1.0,12.0,9,False,False,False,False,0,0
8010,Not Fraud,5,0.0,0,1,1,0.0,5.0,5,6,1.0,99.0,1,False,False,False,False,1,0
8016,Not Fraud,8,1.0,1,3,1,0.0,7.0,9,9,4.0,10.0,43,False,False,False,False,1,0
8018,Fraud,8,0.0,1,1,1,0.0,6.0,6,6,1.0,400.0,0,False,False,False,False,0,0
8024,Fraud,11,0.0,0,3,0,0.0,0.0,0,0,2.0,250.0,2,False,False,False,False,0,0
8034,Not Fraud,5,0.0,0,1,0,0.0,5.0,5,5,2.0,50.0,7,False,False,False,False,1,0
8041,Fraud,11,0.0,0,3,0,0.0,1.0,1,2,1.0,0.0,4,False,False,False,False,0,0
8047,Fraud,11,0.0,0,1,0,0.0,1.0,1,2,1.0,0.0,0,False,False,False,False,0,0
8060,Fraud,5,0.0,1,1,1,0.0,3.0,3,3,1.0,81.99,7,False,False,False,False,0,0
8062,Fraud,0,0.0,0,1,1,0.0,1.0,1,1,1.0,35.0,0,False,False,False,False,0,0
8098,Not Fraud,0,0.0,0,5,1,0.0,2.0,2,2,1.0,97.0,1,False,False,False,False,0,0
8099,Not Fraud,6,0.0,1,3,0,0.0,10.0,10,10,4.0,90.0,19,False,False,False,False,0,0
8101,Not Fraud,5,0.0,1,1,1,0.0,7.0,7,7,1.0,10.0,37,False,False,False,False,0,0
8107,Not Fraud,6,0.0,1,3,1,0.0,11.0,11,11,4.0,27.5,3,False,False,False,False,1,0
8128,Fraud,5,0.0,1,1,1,0.0,3.0,3,3,3.0,110.0,81,False,False,False,False,0,0
8130,Fraud,0,0.0,0,1,1,999.0,2.0,2,3,1.0,0.0,1,False,True,False,False,0,0
8131,Fraud,6,0.0,1,1,0,0.0,2.0,2,2,1.0,753.0,4,False,False,False,False,0,0
8132,Fraud,6,0.0,1,3,0,999.0,4.0,4,4,1.0,1250.0,4,False,True,False,False,0,0
8137,Fraud,0,0.0,1,3,0,0.0,0.0,0,2,3.0,400.0,0,False,False,False,False,0,1
8138,Not Fraud,6,3.0,1,3,1,0.0,3.0,3,3,1.0,15.0,3,False,False,False,False,0,0
8139,Not Fraud,8,0.0,1,4,1,0.0,11.0,12,12,2.0,32.5,3,False,False,False,False,0,0
8141,Not Fraud,8,0.0,1,3,0,0.0,1.0,1,1,1.0,25.0,4,False,False,False,False,1,0
8143,Not Fraud,8,1.0,1,4,1,0.0,14.0,14,14,1.0,6.87,23,False,False,False,False,0,0
8149,Not Fraud,0,0.0,1,3,1,0.0,7.0,7,7,1.0,125.0,14,False,False,False,False,0,0
8155,Not Fraud,0,0.0,1,1,0,0.0,0.0,0,11,1.0,0.0,1,False,False,False,False,0,0
8160,Not Fraud,6,0.0,1,3,1,0.0,13.0,13,13,1.0,15.0,5,False,False,False,False,0,0
8163,Fraud,0,0.0,1,1,1,0.0,0.0,0,1,5.0,40.0,7,False,False,False,False,0,0
8169,Not Fraud,8,0.0,1,3,1,0.0,11.0,11,11,1.0,44.13,4,False,False,False,False,0,0
8170,Not Fraud,0,0.0,1,3,1,8.0,7.0,7,7,1.0,15.0,1,False,False,False,False,0,0
8173,Fraud,0,0.0,1,1,1,0.0,5.0,5,6,2.0,200.0,0,False,False,False,False,0,1
8177,Not Fraud,0,0.0,1,3,1,18.0,2.0,2,2,1.0,10.0,2,False,False,False,False,0,0
8181,Not Fraud,5,0.0,1,3,1,0.0,11.0,11,11,1.0,17.91,74,False,False,False,False,0,0
8186,Not Fraud,8,1.0,1,3,0,12.0,6.0,6,6,1.0,30.0,16,False,False,False,False,0,0
8192,Fraud,5,0.0,1,1,1,0.0,1.0,1,0,1.0,200.0,0,False,False,False,False,0,0
8193,Fraud,5,0.0,1,1,1,0.0,0.0,0,0,1.0,200.0,0,False,False,False,False,0,0
8194,Fraud,5,0.0,1,1,1,0.0,0.0,0,0,1.0,300.0,0,False,False,False,False,0,0
8195,Fraud,8,0.0,1,1,0,0.0,9.0,9,10,2.0,212.5,3,False,False,False,False,0,0
8198,Not Fraud,12,0.0,0,3,0,0.0,5.0,5,5,3.0,10.0,15,False,False,False,False,0,0
8207,Not Fraud,8,0.0,1,1,0,0.0,1.0,1,1,2.0,18.5,5,False,False,False,False,1,0
8208,Not Fraud,11,0.0,1,1,1,0.0,9.0,9,9,1.0,13.18,2,False,False,False,False,0,0
8217,Not Fraud,5,0.0,1,4,1,0.0,8.0,8,8,2.0,4.23,17,False,False,False,False,0,0
8244,Not Fraud,0,0.0,0,5,1,0.0,1.0,1,1,1.0,250.0,1,False,False,False,False,0,0
8246,Not Fraud,12,0.0,1,3,1,23.0,6.0,6,6,1.0,15.0,15,False,False,False,False,0,0
8248,Not Fraud,0,1.0,0,3,1,0.0,8.0,8,8,1.0,1660.05,81,False,False,False,False,0,0
8252,Fraud,8,0.0,1,1,1,0.0,5.0,5,5,1.0,55.75,50,False,False,False,False,0,1
8254,Not Fraud,5,1.0,1,3,1,23.0,10.0,10,11,1.0,15.0,12,False,False,False,False,1,0
8255,Not Fraud,11,0.0,1,1,1,0.0,10.0,10,11,2.0,5.0,3,False,False,False,False,0,0
8265,Fraud,5,0.0,1,1,1,0.0,3.0,3,4,4.0,245.0,0,False,False,False,False,0,0
8266,Not Fraud,4,0.0,1,3,1,0.0,9.0,9,9,1.0,45.0,3,False,False,False,False,0,0
8273,Fraud,0,0.0,0,1,1,0.0,0.0,0,0,2.0,0.0,0,False,False,False,False,0,0
8275,Not Fraud,8,0.0,1,1,1,15.0,9.0,9,9,4.0,32.08,1,False,False,False,False,1,0
8288,Not Fraud,10,0.0,1,1,1,0.0,13.0,13,13,2.0,47.5,1,False,False,False,False,0,0
8289,Not Fraud,12,1.0,1,3,1,0.0,1.0,1,1,1.0,3.73,58,False,False,False,False,1,0
8295,Fraud,0,0.0,0,4,1,0.0,8.0,8,8,3.0,15.0,0,False,False,False,False,0,1
8297,Fraud,0,0.0,0,4,1,0.0,9.0,9,9,3.0,15.0,0,False,False,False,False,0,1
8310,Fraud,0,0.0,1,1,0,0.0,0.0,0,3,1.0,69.85,0,False,False,False,False,0,1
8312,Not Fraud,6,0.0,0,3,1,17.0,2.0,2,7,7.0,15.0,342,False,False,False,False,0,0
8314,Not Fraud,11,1.0,1,4,1,0.0,1.0,1,1,10.0,139.81,13,False,False,False,False,0,0
8317,Not Fraud,13,0.0,1,4,1,15.0,2.0,2,2,1.0,17.91,4,False,False,False,False,0,0
8322,Fraud,6,0.0,0,1,1,0.0,1.0,1,2,1.0,20.0,0,False,False,False,False,0,0
8348,Not Fraud,10,0.0,1,3,1,0.0,1.0,1,2,3.0,22.51,59,False,False,False,False,0,0
8350,Not Fraud,10,0.0,1,3,1,0.0,1.0,1,2,3.0,22.51,27,False,False,False,False,0,0
8353,Not Fraud,0,0.0,1,3,1,12.0,4.0,4,4,1.0,45.0,2,False,False,False,False,0,0
8355,Not Fraud,0,0.0,1,3,0,0.0,5.0,5,5,1.0,20.0,2,False,False,False,False,1,0
8356,Not Fraud,8,0.0,1,4,1,13.0,9.0,9,9,4.0,14.76,14,False,False,False,False,0,0
8359,Not Fraud,0,1.0,0,1,1,0.0,4.0,11,12,2.0,30.0,34,False,False,False,False,0,0
8360,Not Fraud,5,1.0,1,3,1,14.0,2.0,2,2,2.0,15.0,53,False,False,False,False,0,0
8365,Not Fraud,8,0.0,1,3,1,19.0,11.0,11,12,1.0,5.0,49,False,False,False,False,0,0
8367,Not Fraud,5,0.0,1,3,1,27.0,14.0,14,14,2.0,16.5,117,False,False,False,False,0,0
8372,Not Fraud,8,1.0,1,3,0,12.0,11.0,11,11,1.0,35.0,25,False,False,False,False,0,0
8373,Fraud,0,0.0,1,4,0,0.0,0.0,0,0,3.0,15.0,0,False,False,False,False,0,0
8377,Fraud,0,0.0,1,3,0,0.0,3.0,4,4,2.0,5.5,0,False,False,False,False,0,0
8386,Not Fraud,8,1.0,1,3,1,0.0,11.0,11,11,4.0,13.92,19,False,False,False,False,0,0
8399,Not Fraud,0,0.0,1,4,1,9.0,12.0,12,12,1.0,3.73,2,False,False,False,False,0,0
8402,Not Fraud,5,0.0,1,1,1,12.0,5.0,5,5,6.0,164.385,1,False,False,False,False,1,0
8406,Not Fraud,8,1.0,1,1,1,9.0,10.0,10,11,1.0,17.91,2,False,False,False,False,1,0
8410,Not Fraud,8,0.0,1,1,0,0.0,4.0,4,5,2.0,29.245,1,False,False,False,False,1,0
8415,Not Fraud,6,1.0,1,4,1,40.0,11.0,11,11,2.0,2.5,60,False,False,False,False,0,0
8426,Not Fraud,6,1.0,1,1,0,0.0,9.0,9,9,3.0,60.0,1,False,False,False,False,0,0
8427,Fraud,8,0.0,0,1,0,0.0,2.0,2,3,1.0,10.0,0,False,False,False,False,0,0
8438,Fraud,5,0.0,1,1,1,0.0,2.0,2,1,2.0,75.0,0,False,False,False,False,0,1
8445,Not Fraud,6,0.0,1,4,1,18.0,13.0,13,13,3.0,10.0,106,False,False,False,False,0,0
8446,Not Fraud,5,0.0,1,1,0,0.0,5.0,5,5,2.0,32.5,4,False,False,False,False,0,0
8449,Not Fraud,5,1.0,1,4,1,9.0,14.0,14,14,3.0,0.0,282,False,False,False,False,0,0
8465,Not Fraud,8,1.0,1,1,1,27.0,11.0,11,11,3.0,491.85,6,False,False,False,False,0,0
8468,Not Fraud,8,0.0,1,3,1,21.0,11.0,12,12,2.0,7.5,56,False,False,False,False,0,0
8469,Not Fraud,8,1.0,0,3,1,18.0,14.0,14,14,6.0,13.185,26,False,False,False,False,1,0
8476,Not Fraud,0,0.0,1,4,1,13.0,5.0,5,5,1.0,5.0,103,False,False,False,False,0,0
8479,Not Fraud,0,0.0,0,3,0,12.0,14.0,14,14,2.0,12.5,167,False,False,False,False,0,0
8485,Fraud,9,0.0,1,1,1,0.0,3.0,3,3,1.0,10.0,0,False,False,False,False,0,1
8486,Not Fraud,0,0.0,1,4,0,13.0,7.0,7,7,1.0,20.0,2,False,False,False,False,0,0
8489,Not Fraud,5,1.0,1,3,1,0.0,10.0,10,10,1.0,92.56,90,False,False,False,False,0,0
8491,Fraud,0,0.0,0,1,0,0.0,3.0,3,3,2.0,25.0,0,False,False,False,False,0,1
8493,Fraud,5,0.0,1,1,0,0.0,2.0,2,4,1.0,100.0,0,False,False,False,False,0,0
8494,Not Fraud,8,0.0,1,4,1,23.0,12.0,12,12,1.0,25.0,1,False,False,False,False,0,0
8495,Not Fraud,0,1.0,1,1,1,0.0,4.0,4,4,3.0,50.0,1,False,False,False,False,1,0
8496,Fraud,0,0.0,1,1,1,0.0,4.0,4,5,1.0,20.99,0,False,False,False,False,0,1
8498,Fraud,8,0.0,1,1,1,0.0,999.0,1,1,2.0,255.0,0,False,False,False,False,0,1
8525,Not Fraud,5,1.0,0,1,1,0.0,12.0,12,12,1.0,40.0,19,False,False,False,False,1,0
8538,Not Fraud,6,0.0,0,3,1,0.0,4.0,4,5,1.0,20.0,2,False,False,False,False,0,0
8549,Not Fraud,8,0.0,0,1,1,0.0,8.0,14,14,1.0,22.51,49,False,False,False,False,0,0
8550,Fraud,6,0.0,0,3,1,0.0,0.0,0,0,1.0,140.76,2,False,False,False,False,0,0
8558,Fraud,0,0.0,1,1,1,0.0,5.0,5,5,1.0,185.0,0,False,False,False,False,0,0
8568,Fraud,8,0.0,0,1,1,0.0,1.0,1,1,1.0,85.0,2,False,False,False,False,0,0
8576,Fraud,8,0.0,1,1,1,17.0,7.0,7,8,1.0,0.0,0,False,False,False,False,0,1
8584,Not Fraud,12,0.0,1,3,1,18.0,7.0,7,7,1.0,5.0,13,False,False,False,False,0,0
8598,Fraud,6,0.0,0,1,0,0.0,4.0,4,5,1.0,0.0,1,False,False,False,False,0,0
8601,Not Fraud,5,0.0,1,3,1,0.0,5.0,5,5,1.0,43.42,1,False,False,False,False,1,0
8607,Not Fraud,13,1.0,1,3,1,0.0,1.0,1,1,2.0,22.5,3,False,False,False,False,0,0
8625,Fraud,6,0.0,1,1,1,0.0,4.0,4,5,1.0,155.0,2,False,False,False,False,0,0
8627,Fraud,6,0.0,1,1,0,0.0,2.0,2,2,1.0,220.0,1,False,False,False,False,0,0
8628,Fraud,0,0.0,1,1,1,0.0,2.0,2,2,3.0,120.0,25,False,False,False,False,0,0
8629,Fraud,6,0.0,1,1,1,0.0,1.0,1,1,1.0,950.0,4,False,False,False,False,0,0
8632,Not Fraud,0,0.0,0,5,1,0.0,1.0,1,1,1.0,90.0,1,False,False,False,False,0,0
8635,Fraud,6,0.0,1,1,1,999.0,1.0,1,1,1.0,850.0,4,False,True,False,False,0,0
8638,Fraud,0,0.0,1,1,0,0.0,6.0,6,7,1.0,49.0,1,False,False,False,False,0,0
8643,Fraud,11,0.0,1,1,1,999.0,1.0,1,1,4.0,725.0,2,False,True,False,False,0,0
8645,Fraud,11,0.0,1,1,1,0.0,5.0,5,6,1.0,238.0,2,False,False,False,False,0,0
8646,Fraud,6,0.0,1,1,1,0.0,5.0,5,5,1.0,235.0,2,False,False,False,False,0,0
8650,Not Fraud,13,0.0,1,1,1,0.0,7.0,7,8,2.0,21.0,44,False,False,False,False,0,0
8652,Fraud,12,0.0,1,1,1,0.0,4.0,4,5,3.0,475.0,5,False,False,False,False,0,0
8655,Not Fraud,8,0.0,1,3,1,0.0,8.0,8,8,2.0,4.25,10,False,False,False,False,0,0
8658,Fraud,5,0.0,1,1,1,0.0,6.0,6,8,6.0,75.0,3,False,False,False,False,0,0
8659,Not Fraud,0,0.0,0,5,1,0.0,1.0,1,1,1.0,80.0,1,False,False,False,False,0,0
8661,Not Fraud,4,0.0,1,4,1,14.0,2.0,3,4,4.0,12.5,14,False,False,False,False,1,0
8663,Not Fraud,5,3.0,1,4,1,0.0,9.0,9,9,3.0,235.26,24,False,False,False,False,1,0
8664,Fraud,6,0.0,0,3,1,0.0,0.0,0,1,1.0,188.01,1,False,False,False,False,0,0
8668,Fraud,8,0.0,1,1,0,999.0,5.0,5,6,1.0,225.0,3,False,True,False,False,0,0
8671,Fraud,6,0.0,1,1,0,0.0,8.0,8,9,1.0,8.46,1,False,False,False,False,0,0
8674,Not Fraud,0,1.0,1,1,1,0.0,0.0,0,6,1.0,10.0,3,False,False,False,False,0,0
8675,Fraud,6,0.0,0,3,1,0.0,0.0,0,0,1.0,188.01,1,False,False,False,False,0,0
8676,Fraud,0,0.0,1,1,1,0.0,999.0,0,0,1.0,35.0,0,False,False,False,False,0,1
8689,Fraud,5,0.0,1,1,1,0.0,6.0,6,6,3.0,320.0,2,False,False,False,False,0,0
8700,Not Fraud,6,0.0,1,3,1,0.0,7.0,7,7,2.0,8.5,2,False,False,False,False,0,0
8704,Fraud,5,0.0,1,1,1,0.0,11.0,11,12,2.0,229.0,3,False,False,False,False,0,0
