,channels,delivery_method,show_map,user_type,has_logo,org_facebook,sale_duration,sale_duration2,num_ticket_type,median_ticket_cost,total_tickets_sold,nan_delivery_method,nan_org_facebook,nan_num_ticket_type,nan_median_ticket_cost,payout_type_CHECK,payout_type_MISSING
8825,5,0.0,1,3,1,21.0,60.0,60,1.0,49.0,1,False,False,False,False,0,0
8826,0,1.0,1,3,1,0.0,77.0,77,3.0,850.0,43,False,False,False,False,0,0
8827,11,1.0,1,3,1,14.0,15.0,15,1.0,35.0,0,False,False,False,False,0,0
8828,6,1.0,1,3,1,10.0,-24.0,-24,1.0,0.0,19,False,False,False,False,0,0
8829,6,0.0,1,1,1,40.0,30.0,30,1.0,20.0,3,False,False,False,False,0,0
8830,10,1.0,0,4,1,15.0,86.0,120,4.0,137.5,280,False,False,False,False,0,0
8831,0,0.0,1,4,0,0.0,38.0,38,3.0,15.0,79,False,False,False,False,0,0
8832,5,0.0,1,1,1,13.0,60.0,60,1.0,12.51,46,False,False,False,False,0,0
8833,0,0.0,0,4,1,0.0,170.0,170,1.0,0.0,1,False,False,False,False,0,0
8834,5,0.0,1,3,1,16.0,64.0,64,3.0,30.0,3,False,False,False,False,0,0
8835,11,0.0,1,1,1,0.0,70.0,71,1.0,183.28,1,False,False,False,False,1,0
8837,5,0.0,1,4,1,0.0,29.0,29,2.0,6.555,38,False,False,False,False,0,0
8838,10,1.0,1,3,1,10.0,29.0,41,4.0,22.635,203,False,False,False,False,1,0
8839,11,0.0,1,4,1,0.0,18.0,30,1.0,30.0,11,False,False,False,False,0,0
8840,11,0.0,1,3,1,0.0,20.0,20,1.0,4.05,16,False,False,False,False,0,0
8841,8,0.0,1,3,1,0.0,56.0,56,1.0,8.0,786,False,False,False,False,0,0
8842,5,0.0,1,1,1,0.0,11.0,11,4.0,35.0,91,False,False,False,False,0,0
8843,5,1.0,1,3,1,0.0,29.0,29,1.0,13.26,13,False,False,False,False,1,0
8844,11,1.0,1,4,1,0.0,33.0,33,1.0,20.0,65,False,False,False,False,0,0
8845,0,1.0,1,3,0,12.0,52.0,52,3.0,569.05,4,False,False,False,False,0,0
8846,0,0.0,1,3,1,0.0,92.0,92,4.0,258.885,2,False,False,False,False,0,0
8847,5,1.0,0,3,1,0.0,76.0,77,4.0,11.78,2,False,False,False,False,0,0
8848,13,3.0,1,3,1,17.0,30.0,30,94.0,20.0,32,False,False,False,False,0,0
8849,0,0.0,1,3,0,0.0,28.0,28,4.0,8.5,35,False,False,False,False,0,0
8850,11,1.0,1,3,1,33.0,27.0,45,3.0,22.76,58,False,False,False,False,1,0
8851,5,1.0,1,3,1,10.0,12.0,12,2.0,10.0,41,False,False,False,False,0,0
8852,5,0.0,1,1,1,11.0,26.0,26,3.0,15.0,44,False,False,False,False,1,0
8853,12,0.0,1,3,1,33.0,69.0,69,1.0,10.0,1,False,False,False,False,0,0
8854,5,0.0,1,1,1,0.0,58.0,61,2.0,62.5,2,False,False,False,False,0,0
8855,5,1.0,1,3,0,0.0,43.0,43,2.0,11.25,10,False,False,False,False,0,0
8856,4,1.0,1,1,1,0.0,9.0,18,1.0,40.0,3,False,False,False,False,0,0
8857,0,0.0,1,3,0,0.0,31.0,31,1.0,13.18,1,False,False,False,False,1,0
8858,8,0.0,1,3,0,0.0,40.0,40,3.0,88.78,1,False,False,False,False,0,0
8859,0,0.0,1,3,1,0.0,79.0,82,1.0,74.55,3,False,False,False,False,0,0
8860,0,1.0,1,3,1,20.0,129.0,129,14.0,2.5,62,False,False,False,False,0,0
8861,0,0.0,0,3,1,0.0,33.0,36,1.0,13.26,23,False,False,False,False,1,0
8862,6,1.0,1,4,1,16.0,103.0,118,1.0,40.0,10,False,False,False,False,0,0
8863,0,0.0,1,3,0,23.0,30.0,39,1.0,7.0,3,False,False,False,False,0,0
8864,0,0.0,1,4,0,10.0,1.0,1,1.0,20.0,8,False,False,False,False,0,0
8865,11,0.0,1,1,1,0.0,72.0,85,1.0,79.25,33,False,False,False,False,0,0
8866,13,0.0,1,3,1,15.0,31.0,32,2.0,37.5,61,False,False,False,False,0,0
8868,11,0.0,1,3,1,0.0,38.0,38,4.0,6.4,4,False,False,False,False,0,0
8869,8,1.0,1,3,1,9.0,143.0,143,6.0,60.76,38,False,False,False,False,0,0
8870,8,1.0,1,3,1,0.0,113.0,113,2.0,26.14,34,False,False,False,False,0,0
8871,8,1.0,1,4,1,0.0,140.0,140,1.0,225.0,1,False,False,False,False,0,0
8872,8,1.0,1,4,1,0.0,60.0,60,1.0,953.67,17,False,False,False,False,0,0
8874,0,0.0,1,3,1,0.0,999.0,41,999.0,999.0,0,False,False,True,True,0,1
8875,5,0.0,1,1,1,0.0,3.0,3,1.0,100.0,0,False,False,False,False,0,0
8876,0,1.0,1,3,0,24.0,172.0,172,1.0,13.18,12,False,False,False,False,1,0
8877,0,0.0,1,3,1,35.0,100.0,114,2.0,20.0,362,False,False,False,False,1,0
8878,8,0.0,1,3,1,33.0,45.0,45,1.0,50.0,8,False,False,False,False,0,0
8879,11,1.0,1,4,1,0.0,115.0,147,3.0,31.91,61,False,False,False,False,0,0
8880,8,1.0,1,3,1,7.0,16.0,27,4.0,0.0,52,False,False,False,False,1,0
8881,0,0.0,1,4,1,14.0,19.0,19,2.0,12.5,18,False,False,False,False,1,0
8882,6,0.0,1,3,1,15.0,34.0,34,1.0,8.0,1,False,False,False,False,0,0
8883,11,1.0,1,1,1,9.0,51.0,52,4.0,197.455,2,False,False,False,False,0,0
8884,8,1.0,1,4,1,23.0,80.0,80,1.0,30.0,12,False,False,False,False,0,0
8885,0,1.0,1,3,1,22.0,17.0,17,5.0,0.0,59,False,False,False,False,0,0
8886,5,1.0,1,1,1,0.0,7.0,7,1.0,15.0,4,False,False,False,False,0,0
8887,8,0.0,1,3,1,27.0,24.0,24,1.0,8.46,27,False,False,False,False,0,0
8888,5,0.0,1,3,1,33.0,6.0,6,1.0,30.0,8,False,False,False,False,0,0
8889,10,1.0,0,3,1,11.0,42.0,42,3.0,127.74,6,False,False,False,False,0,0
8890,0,0.0,1,3,0,0.0,999.0,40,999.0,999.0,0,False,False,True,True,0,1
8891,12,1.0,1,4,1,8.0,39.0,39,7.0,12.0,253,False,False,False,False,0,0
8892,8,0.0,1,1,1,0.0,59.0,65,2.0,37.5,2,False,False,False,False,1,0
8893,5,1.0,1,3,1,0.0,160.0,160,2.0,87.0,72,False,False,False,False,0,0
8894,11,1.0,1,4,0,0.0,68.0,68,1.0,30.0,4,False,False,False,False,0,0
8895,8,0.0,1,3,0,0.0,23.0,23,1.0,13.45,8,False,False,False,False,0,0
8896,8,1.0,1,3,1,9.0,19.0,19,3.0,45.0,1,False,False,False,False,0,0
8897,0,3.0,1,4,1,0.0,8.0,8,2.0,100.0,5,False,False,False,False,0,0
8898,6,1.0,1,4,1,14.0,40.0,40,2.0,40.0,66,False,False,False,False,0,0
8899,6,0.0,0,1,1,11.0,59.0,59,1.0,25.0,10,False,False,False,False,1,0
8900,8,0.0,1,1,1,13.0,10.0,10,3.0,0.0,74,False,False,False,False,0,0
8901,0,0.0,0,3,1,0.0,25.0,25,1.0,281.56,10,False,False,False,False,1,0
8902,11,1.0,1,3,1,55.0,39.0,39,4.0,0.0,255,False,False,False,False,0,0
8903,0,0.0,1,1,1,0.0,57.0,57,1.0,10.0,40,False,False,False,False,0,0
8904,0,0.0,1,1,1,0.0,15.0,45,1.0,15.0,28,False,False,False,False,1,0
8905,5,0.0,1,3,1,0.0,32.0,32,3.0,8.65,74,False,False,False,False,0,0
8906,5,0.0,1,4,1,0.0,25.0,25,2.0,7.5,4,False,False,False,False,0,0
8907,0,1.0,1,3,1,0.0,42.0,42,2.0,48.62,150,False,False,False,False,1,0
8908,5,1.0,1,3,1,13.0,51.0,51,5.0,60.0,319,False,False,False,False,0,0
8909,0,1.0,1,3,1,0.0,95.0,95,4.0,37.5,60,False,False,False,False,0,0
8910,0,0.0,1,3,0,0.0,29.0,29,3.0,5.0,337,False,False,False,False,0,0
8911,8,1.0,1,3,1,0.0,26.0,29,1.0,5.0,302,False,False,False,False,0,0
8912,0,0.0,1,1,0,0.0,1.0,1,1.0,50.0,0,False,False,False,False,0,0
8913,8,1.0,1,3,1,13.0,33.0,33,1.0,1154.05,2,False,False,False,False,0,0
8915,8,0.0,1,4,1,11.0,27.0,27,2.0,13.68,40,False,False,False,False,0,0
8916,0,1.0,1,1,0,0.0,2.0,2,1.0,0.0,0,False,False,False,False,0,0
8917,0,0.0,0,1,1,0.0,2.0,2,1.0,0.0,0,False,False,False,False,0,0
8918,11,1.0,1,4,1,0.0,27.0,35,9.0,0.0,202,False,False,False,False,0,0
8919,0,0.0,1,3,1,16.0,24.0,24,2.0,25.0,14,False,False,False,False,0,0
8920,6,0.0,1,3,1,18.0,20.0,20,1.0,25.0,27,False,False,False,False,0,0
8921,8,1.0,1,3,1,0.0,34.0,34,1.0,17.91,1,False,False,False,False,1,0
8922,0,0.0,1,3,1,15.0,21.0,21,1.0,40.0,2,False,False,False,False,0,0
8923,11,1.0,1,3,1,0.0,28.0,28,2.0,32.25,4,False,False,False,False,0,0
8924,8,0.0,1,4,1,30.0,54.0,58,1.0,164.38,1,False,False,False,False,0,0
8925,0,0.0,1,3,0,0.0,0.0,0,2.0,15.0,0,False,False,False,False,1,0
8926,5,0.0,1,3,1,0.0,8.0,8,2.0,15.0,35,False,False,False,False,0,0
8927,0,1.0,1,3,1,15.0,54.0,54,2.0,4.255,7,False,False,False,False,1,0
8928,6,1.0,1,4,1,20.0,7.0,12,1.0,10.0,29,False,False,False,False,0,0
8929,8,0.0,1,3,1,15.0,64.0,64,3.0,142.5,14,False,False,False,False,0,0
8930,8,0.0,1,4,1,10.0,21.0,21,1.0,47.0,20,False,False,False,False,0,0
8931,0,0.0,1,1,1,17.0,9.0,9,13.0,164.38,1,False,False,False,False,0,0
8932,5,0.0,1,4,1,17.0,10.0,11,1.0,25.33,13,False,False,False,False,0,0
8933,0,0.0,0,3,1,17.0,39.0,41,4.0,17.5,174,False,False,False,False,0,0
8934,0,1.0,1,3,1,0.0,106.0,106,6.0,46.51,53,False,False,False,False,0,0
8935,5,0.0,1,1,1,18.0,51.0,51,1.0,5.0,12,False,False,False,False,0,0
8936,0,1.0,1,3,1,0.0,7.0,9,6.0,195.0,4,False,False,False,False,0,0
8937,8,1.0,0,3,1,29.0,40.0,40,1.0,9.4,2,False,False,False,False,1,0
8938,4,0.0,1,4,1,0.0,28.0,29,1.0,32.25,24,False,False,False,False,0,0
8939,6,1.0,1,1,1,9.0,3.0,3,1.0,27.25,2,False,False,False,False,0,0
8940,5,0.0,0,3,0,0.0,13.0,13,28.0,14.13,169,False,False,False,False,0,0
8941,8,0.0,1,1,1,0.0,68.0,68,1.0,97.2,2,False,False,False,False,0,0
8942,5,1.0,1,4,1,0.0,37.0,37,1.0,22.85,14,False,False,False,False,0,0
8943,6,1.0,1,3,1,6.0,44.0,44,8.0,0.0,80,False,False,False,False,0,0
8944,12,1.0,1,3,1,0.0,34.0,37,5.0,10.0,123,False,False,False,False,1,0
8945,11,1.0,1,3,1,52.0,48.0,54,2.0,72.16,3,False,False,False,False,1,0
8946,11,0.0,1,1,1,0.0,4.0,4,1.0,730.0,0,False,False,False,False,0,0
8947,0,0.0,1,4,1,0.0,20.0,23,2.0,12.5,12,False,False,False,False,0,0
8948,11,1.0,1,3,1,0.0,26.0,41,1.0,50.98,1,False,False,False,False,0,0
8949,0,0.0,1,1,0,0.0,27.0,27,1.0,50.0,1,False,False,False,False,0,0
8950,8,0.0,1,1,1,0.0,21.0,21,5.0,46.26,49,False,False,False,False,0,0
8951,5,0.0,1,4,1,0.0,13.0,13,1.0,15.0,3,False,False,False,False,0,0
8952,0,1.0,1,3,1,14.0,49.0,49,3.0,30.0,198,False,False,False,False,0,0
8953,0,0.0,1,3,0,0.0,14.0,14,1.0,10.0,13,False,False,False,False,1,0
8954,0,0.0,1,1,0,0.0,61.0,61,1.0,0.0,1,False,False,False,False,1,0
8955,10,1.0,1,4,1,28.0,38.0,38,2.0,50.0,2,False,False,False,False,0,0
8956,0,0.0,0,1,1,0.0,2.0,2,5.0,30.0,0,False,False,False,False,0,1
8957,12,0.0,1,1,1,0.0,14.0,14,1.0,10.0,85,False,False,False,False,0,0
8958,8,1.0,1,4,1,13.0,21.0,25,3.0,0.0,23,False,False,False,False,1,0
8959,0,0.0,1,3,1,0.0,40.0,40,1.0,5.0,0,False,False,False,False,0,1
8960,0,0.0,1,4,1,5.0,35.0,35,1.0,27.36,2,False,False,False,False,0,0
8961,0,1.0,1,1,1,7.0,2.0,2,7.0,99.0,8,False,False,False,False,0,0
8962,6,0.0,1,3,1,32.0,22.0,22,1.0,9.95,36,False,False,False,False,1,0
8963,0,0.0,1,1,1,29.0,26.0,26,1.0,3.73,14,False,False,False,False,1,0
8964,0,0.0,1,1,1,0.0,2.0,2,1.0,10.0,5,False,False,False,False,1,0
8965,8,1.0,1,4,1,21.0,26.0,26,1.0,139.5,6,False,False,False,False,0,0
8966,0,0.0,1,1,1,0.0,7.0,7,1.0,80.0,0,False,False,False,False,0,0
8967,0,0.0,1,1,0,0.0,40.0,40,1.0,110.0,0,False,False,False,False,0,1
8968,11,0.0,1,1,1,0.0,19.0,19,1.0,12.0,8,False,False,False,False,0,0
8969,5,1.0,1,3,1,0.0,25.0,25,7.0,470.0,0,False,False,False,False,0,0
8970,5,0.0,0,1,0,0.0,1.0,1,1.0,49.99,0,False,False,False,False,0,1
8971,12,1.0,1,3,1,22.0,53.0,53,6.0,10.0,37,False,False,False,False,0,0
8972,13,0.0,1,4,0,0.0,40.0,40,1.0,11.0,0,False,False,False,False,0,1
8973,11,1.0,1,4,1,22.0,44.0,56,1.0,13.35,25,False,False,False,False,0,0
8974,6,0.0,1,3,1,25.0,8.0,8,4.0,18.0,6,False,False,False,False,0,0
8975,5,1.0,1,3,1,14.0,21.0,21,3.0,10.0,644,False,False,False,False,0,0
8976,0,0.0,1,1,1,0.0,47.0,47,1.0,22.0,5,False,False,False,False,0,0
8978,0,0.0,1,1,0,0.0,28.0,28,2.0,18.655,47,False,False,False,False,0,0
8979,0,0.0,1,4,1,21.0,36.0,36,1.0,15.0,67,False,False,False,False,0,0
8980,5,0.0,1,3,1,0.0,1.0,1,1.0,10.0,0,False,False,False,False,0,0
8981,13,0.0,1,3,1,0.0,2.0,2,1.0,10.0,0,False,False,False,False,0,0
8982,5,1.0,1,3,1,10.0,32.0,32,5.0,12.0,234,False,False,False,False,0,0
8983,0,0.0,1,1,0,0.0,3.0,3,1.0,100.0,0,False,False,False,False,0,1
8984,0,0.0,1,1,0,0.0,4.0,4,1.0,100.0,0,False,False,False,False,0,1
8985,0,1.0,1,1,1,19.0,2.0,2,2.0,750.0,0,False,False,False,False,0,1
8986,5,0.0,1,1,1,0.0,12.0,14,2.0,12.5,2,False,False,False,False,1,0
8987,0,0.0,1,1,1,0.0,40.0,40,2.0,54.0,0,False,False,False,False,0,1
8988,0,0.0,1,3,1,0.0,0.0,0,1.0,50.0,0,False,False,False,False,0,1
8989,11,1.0,1,3,1,11.0,60.0,64,5.0,25.0,151,False,False,False,False,0,0
8990,0,1.0,1,3,1,12.0,7.0,7,1.0,60.0,617,False,False,False,False,0,0
8991,0,1.0,1,3,1,8.0,11.0,11,2.0,20.0,37,False,False,False,False,0,0
8992,8,0.0,1,3,0,14.0,30.0,30,1.0,75.0,1,False,False,False,False,1,0
8993,0,0.0,1,3,0,18.0,0.0,0,6.0,35.0,587,False,False,False,False,0,0
8994,0,0.0,1,3,1,46.0,22.0,22,1.0,8.46,32,False,False,False,False,0,0
8995,11,0.0,1,3,1,36.0,16.0,16,2.0,5.625,10,False,False,False,False,0,0
8996,0,0.0,1,4,1,0.0,0.0,0,2.0,7.5,0,False,False,False,False,0,0
8997,11,0.0,1,1,0,0.0,2.0,2,1.0,0.0,0,False,False,False,False,0,1
8998,11,0.0,1,3,1,10.0,3.0,3,4.0,37.5,0,False,False,False,False,0,1
8999,13,0.0,1,1,1,0.0,0.0,0,2.0,75.0,0,False,False,False,False,0,0
9000,8,0.0,1,5,1,0.0,30.0,240,5.0,35.0,24,False,False,False,False,0,0
9001,5,0.0,1,1,1,0.0,9.0,9,2.0,22.5,14,False,False,False,False,1,0
9002,12,0.0,1,3,1,0.0,51.0,51,16.0,12.0,23,False,False,False,False,0,0
9003,11,0.0,0,4,0,0.0,48.0,48,1.0,32.08,12,False,False,False,False,1,0
9004,8,1.0,0,3,0,0.0,80.0,80,7.0,5.66,80,False,False,False,False,1,0
9005,12,0.0,1,3,1,0.0,5.0,381,6.0,8.0,47,False,False,False,False,1,0
9006,11,3.0,1,3,1,14.0,73.0,95,9.0,25.0,302,False,False,False,False,1,0
9007,0,0.0,0,3,0,0.0,999.0,21,999.0,999.0,0,False,False,True,True,0,1
9008,6,1.0,1,3,1,14.0,159.0,162,4.0,35.0,247,False,False,False,False,1,0
9009,6,1.0,1,1,1,0.0,74.0,101,7.0,28.0,190,False,False,False,False,0,0
9010,8,0.0,1,4,1,0.0,50.0,53,5.0,125.0,91,False,False,False,False,1,0
9011,5,0.0,0,3,1,0.0,26.0,26,3.0,25.0,70,False,False,False,False,1,0
9012,5,1.0,1,4,1,10.0,36.0,36,2.0,10.0,100,False,False,False,False,0,0
9013,11,1.0,1,4,1,0.0,44.0,44,2.0,0.0,204,False,False,False,False,0,0
9014,8,1.0,1,3,1,9.0,30.0,30,4.0,35.0,41,False,False,False,False,0,0
9015,5,0.0,1,3,1,0.0,36.0,36,5.0,75.0,67,False,False,False,False,1,0
9016,13,0.0,1,1,0,0.0,11.0,12,1.0,25.0,2,False,False,False,False,1,0
9017,0,0.0,1,3,0,0.0,29.0,29,1.0,22.63,3,False,False,False,False,1,0
9018,13,0.0,1,3,1,22.0,65.0,65,2.0,7.5,22,False,False,False,False,0,0
9019,11,0.0,1,1,1,0.0,8.0,97,1.0,25.0,10,False,False,False,False,0,0
9020,11,1.0,1,3,1,0.0,51.0,53,6.0,81.695,11,False,False,False,False,1,0
9021,8,0.0,1,1,1,0.0,72.0,72,2.0,41.535,3,False,False,False,False,0,0
9022,8,1.0,1,3,1,0.0,22.0,22,1.0,12.95,28,False,False,False,False,1,0
9023,11,1.0,1,4,1,0.0,8.0,8,1.0,187.06,1,False,False,False,False,0,0
9025,0,0.0,0,1,0,0.0,13.0,13,2.0,9.0,7,False,False,False,False,0,0
9026,11,0.0,1,3,1,0.0,11.0,11,1.0,20.0,24,False,False,False,False,0,0
9027,11,1.0,1,3,1,0.0,26.0,26,1.0,200.0,4,False,False,False,False,0,0
9028,11,0.0,1,4,1,0.0,50.0,50,3.0,5.0,7,False,False,False,False,0,0
9029,6,0.0,1,3,0,0.0,44.0,48,2.0,12.5,112,False,False,False,False,0,0
9030,12,0.0,1,5,1,0.0,73.0,73,4.0,11.0,19,False,False,False,False,1,0
9031,0,1.0,1,3,0,0.0,36.0,36,1.0,102.74,88,False,False,False,False,0,0
9032,6,0.0,1,4,1,15.0,39.0,45,8.0,10.0,168,False,False,False,False,0,0
9033,8,0.0,0,1,1,21.0,129.0,129,1.0,10.0,63,False,False,False,False,1,0
9034,6,0.0,1,4,1,16.0,80.0,80,1.0,36.81,23,False,False,False,False,0,0
9035,0,0.0,1,1,1,0.0,0.0,0,1.0,75.0,2,False,False,False,False,0,0
9036,11,0.0,1,4,0,0.0,21.0,22,3.0,8.41,25,False,False,False,False,0,0
9037,8,0.0,1,4,1,0.0,4.0,4,4.0,12.5,8,False,False,False,False,0,0
9038,0,1.0,0,1,1,0.0,15.0,17,2.0,42.59,5,False,False,False,False,0,0
9039,10,1.0,1,5,1,0.0,102.0,107,3.0,12.0,179,False,False,False,False,0,0
9040,10,1.0,1,3,0,0.0,68.0,68,4.0,9.875,103,False,False,False,False,1,0
9041,5,1.0,1,1,0,0.0,2.0,2,1.0,10.0,2,False,False,False,False,0,0
9042,0,0.0,0,3,0,0.0,0.0,0,1.0,40.12,181,False,False,False,False,0,0
9043,8,0.0,0,1,0,0.0,116.0,116,1.0,25.0,102,False,False,False,False,0,0
9044,8,0.0,0,1,1,10.0,55.0,55,4.0,50.0,2,False,False,False,False,0,0
9045,5,1.0,1,4,1,0.0,35.0,52,3.0,30.0,132,False,False,False,False,1,0
9046,5,1.0,1,1,1,0.0,96.0,96,3.0,16.02,17,False,False,False,False,0,0
9047,6,0.0,1,3,1,0.0,8.0,8,1.0,27.36,57,False,False,False,False,0,0
9048,5,0.0,0,1,1,0.0,53.0,53,3.0,35.0,80,False,False,False,False,0,0
9049,5,1.0,1,1,1,0.0,121.0,129,21.0,8.28,1050,False,False,False,False,0,0
9050,0,0.0,1,1,1,0.0,39.0,39,2.0,19.095,59,False,False,False,False,0,0
9051,5,0.0,1,3,1,0.0,22.0,22,2.0,6.595,22,False,False,False,False,0,0
9052,6,3.0,1,3,0,0.0,3.0,3,6.0,1575.0,1,False,False,False,False,0,0
9053,6,0.0,1,3,1,0.0,29.0,29,1.0,7.5,3,False,False,False,False,0,0
9054,5,0.0,1,1,1,0.0,37.0,37,1.0,12.0,3,False,False,False,False,1,0
9055,0,0.0,1,1,1,0.0,14.0,14,2.0,50.11,7,False,False,False,False,0,0
9056,11,1.0,0,5,1,0.0,37.0,44,3.0,74.61,527,False,False,False,False,1,0
9057,0,1.0,0,3,1,0.0,0.0,0,2.0,0.0,44,False,False,False,False,1,0
9059,6,0.0,1,3,1,0.0,14.0,14,1.0,0.0,18,False,False,False,False,0,1
9060,0,0.0,1,4,1,0.0,58.0,58,1.0,10.0,136,False,False,False,False,0,0
9061,6,0.0,0,3,1,0.0,12.0,12,1.0,10.0,20,False,False,False,False,0,0
9062,5,1.0,1,3,1,0.0,153.0,153,5.0,25.0,801,False,False,False,False,0,0
9063,5,0.0,0,4,1,0.0,21.0,26,1.0,106.51,8,False,False,False,False,0,0
9064,11,1.0,1,4,1,29.0,130.0,130,2.0,72.605,80,False,False,False,False,0,0
9065,0,1.0,0,1,1,0.0,97.0,100,6.0,30.0,26,False,False,False,False,0,0
9066,8,0.0,1,3,1,0.0,196.0,196,1.0,60.0,6,False,False,False,False,0,0
9067,6,0.0,0,1,0,0.0,2.0,2,1.0,0.0,0,False,False,False,False,0,0
9068,11,0.0,0,4,1,0.0,38.0,39,1.0,25.0,92,False,False,False,False,0,0
9069,5,0.0,1,5,1,0.0,13.0,13,1.0,20.0,59,False,False,False,False,1,0
9070,5,0.0,1,4,1,0.0,85.0,85,1.0,66.0,1,False,False,False,False,0,0
9071,8,1.0,1,3,1,0.0,35.0,35,2.0,11.425,20,False,False,False,False,0,0
9072,8,0.0,1,3,1,12.0,68.0,68,1.0,22.63,5,False,False,False,False,1,0
9073,6,0.0,1,1,1,0.0,13.0,13,1.0,5.0,4,False,False,False,False,0,0
9074,10,0.0,1,3,1,0.0,102.0,107,2.0,18.855,20,False,False,False,False,1,0
9075,8,1.0,1,3,1,0.0,78.0,78,10.0,64.69,108,False,False,False,False,1,0
9077,4,0.0,1,4,1,0.0,6.0,6,1.0,20.0,1,False,False,False,False,1,0
9078,6,1.0,1,3,1,0.0,71.0,76,1.0,164.38,30,False,False,False,False,1,0
9079,0,0.0,0,1,1,0.0,1.0,1,1.0,0.0,0,False,False,False,False,0,0
9080,5,0.0,0,1,0,0.0,2.0,2,1.0,0.0,0,False,False,False,False,0,0
9081,11,0.0,0,3,1,0.0,8.0,8,1.0,230.0,0,False,False,False,False,0,0
9083,8,0.0,0,3,1,16.0,33.0,33,1.0,17.86,7,False,False,False,False,1,0
9084,5,0.0,0,1,1,0.0,42.0,48,1.0,3.73,15,False,False,False,False,1,0
9085,5,1.0,1,3,1,8.0,43.0,60,1.0,55.71,69,False,False,False,False,1,0
9086,5,1.0,0,3,1,11.0,31.0,31,3.0,13.19,81,False,False,False,False,0,0
9087,5,0.0,0,3,1,0.0,30.0,33,2.0,11.315,23,False,False,False,False,0,0
9088,8,1.0,1,5,1,0.0,16.0,16,2.0,15.0,286,False,False,False,False,0,0
9089,11,1.0,1,4,1,0.0,23.0,23,2.0,5.0,22,False,False,False,False,0,0
9090,10,0.0,1,1,1,0.0,30.0,33,1.0,40.0,4,False,False,False,False,0,0
9091,13,0.0,0,1,1,0.0,3.0,3,1.0,0.0,1,False,False,False,False,0,0
9092,8,1.0,1,3,1,0.0,37.0,37,1.0,36.48,5,False,False,False,False,0,0
9093,8,1.0,1,3,1,16.0,38.0,39,1.0,15.0,2,False,False,False,False,0,0
9094,0,1.0,1,3,1,0.0,23.0,23,1.0,95.0,6,False,False,False,False,0,0
9095,8,0.0,1,3,0,6.0,27.0,27,2.0,8.905,53,False,False,False,False,0,0
9096,8,1.0,1,3,1,16.0,37.0,38,1.0,15.0,1,False,False,False,False,0,0
9097,11,1.0,1,3,1,0.0,213.0,249,9.0,100.0,90,False,False,False,False,0,0
9098,6,0.0,0,1,1,0.0,17.0,17,3.0,200.0,28,False,False,False,False,1,0
9099,5,0.0,1,1,1,30.0,2.0,2,3.0,153.99,2,False,False,False,False,0,0
9101,8,0.0,1,3,1,16.0,14.0,14,1.0,35.0,1,False,False,False,False,0,0
9102,0,1.0,1,3,1,23.0,21.0,35,13.0,60.0,57,False,False,False,False,0,0
9103,8,1.0,1,3,1,29.0,19.0,31,9.0,10.0,150,False,False,False,False,1,0
9104,11,1.0,1,1,1,0.0,30.0,30,1.0,20.0,29,False,False,False,False,0,0
9105,11,0.0,1,4,1,0.0,21.0,21,3.0,8.46,21,False,False,False,False,0,0
9106,11,0.0,1,4,1,0.0,66.0,72,2.0,22.5,80,False,False,False,False,1,0
9107,8,1.0,0,3,1,5.0,15.0,15,1.0,15.0,35,False,False,False,False,1,0
9108,5,0.0,1,3,1,9.0,56.0,56,1.0,10.0,19,False,False,False,False,1,0
9109,8,0.0,1,1,1,0.0,5.0,5,2.0,25.0,26,False,False,False,False,0,0
9110,11,0.0,1,3,1,20.0,15.0,17,2.0,17.5,57,False,False,False,False,0,0
9111,8,1.0,1,3,1,0.0,38.0,38,1.0,44.81,13,False,False,False,False,0,0
9112,4,0.0,1,3,1,0.0,4.0,4,1.0,13.18,25,False,False,False,False,0,0
9113,5,0.0,1,3,1,0.0,74.0,74,2.0,7.5,100,False,False,False,False,0,0
9114,8,1.0,1,1,1,0.0,86.0,86,2.0,35.0,10,False,False,False,False,1,0
9115,11,1.0,1,3,1,0.0,999.0,28,3.0,20.0,18,False,False,False,False,0,0
9116,5,1.0,0,3,1,0.0,107.0,107,2.0,116.19,16,False,False,False,False,0,0
9117,0,1.0,1,3,1,0.0,22.0,22,6.0,0.0,8,False,False,False,False,0,0
9118,5,0.0,1,4,1,0.0,16.0,16,2.0,79.5,1,False,False,False,False,0,0
9119,4,0.0,1,1,1,0.0,3.0,3,1.0,13.18,2,False,False,False,False,1,0
9120,11,0.0,1,3,1,0.0,178.0,318,8.0,165.0,25,False,False,False,False,0,0
9121,11,0.0,0,4,1,0.0,40.0,40,7.0,250.0,7,False,False,False,False,1,0
9122,5,0.0,1,4,1,0.0,16.0,16,3.0,11.1,41,False,False,False,False,0,0
9124,6,0.0,1,4,1,0.0,11.0,12,1.0,38.7,81,False,False,False,False,0,0
9125,8,1.0,1,3,1,0.0,143.0,143,4.0,105.32,29,False,False,False,False,0,0
9126,5,0.0,0,3,1,14.0,41.0,41,2.0,321.0,3,False,False,False,False,1,0
9127,5,0.0,1,1,1,0.0,33.0,33,1.0,20.0,5,False,False,False,False,1,0
9128,11,1.0,1,1,1,0.0,64.0,74,1.0,18.25,242,False,False,False,False,0,0
9129,8,1.0,0,3,0,0.0,48.0,48,3.0,50.71,40,False,False,False,False,0,0
9130,6,0.0,1,4,1,20.0,26.0,26,4.0,35.0,19,False,False,False,False,0,0
